slug,name,positions,age,team,games_played,minutes_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,is_combined_totals
ollieke01,Kevin Ollie,POINT GUARD,29,INDIANA PACERS,29,577,14.3,0.554,0.0,0.97,1.4,9.3,5.5,25.4,2.4,0.1,15.4,13.3,1.1,0.5,1.6,0.136,-0.3,1.2,0.9,0.4,False
olowomi01,Michael Olowokandi,CENTER,26,LOS ANGELES CLIPPERS,80,2568,12.4,0.457,0.0,0.212,7.3,23.8,15.7,5.8,1.1,3.9,15.3,20.1,-1.9,3.5,1.6,0.029,-3.1,0.3,-2.8,-0.5,False
ostergr01,Greg Ostertag,CENTER,28,UTAH JAZZ,74,1107,12.7,0.474,0.0,0.647,13.5,20.6,17.0,7.0,0.7,7.8,16.5,12.6,0.5,1.6,2.1,0.09,-2.3,1.2,-1.1,0.3,False
outlabo01,Bo Outlaw,POWER FORWARD,30,ORLANDO MAGIC,10,160,11.0,0.588,0.0,0.857,10.4,9.8,10.1,4.5,2.9,3.9,27.6,11.2,0.1,0.2,0.3,0.078,-2.9,2.4,-0.5,0.1,False
outlabo01,Bo Outlaw,POWER FORWARD,30,PHOENIX SUNS,73,1768,11.4,0.543,0.007,0.302,8.3,13.2,10.7,9.9,1.8,3.4,21.3,10.1,1.0,2.2,3.2,0.087,-1.8,2.3,0.5,1.1,False
overtdo01,Doug Overton,POINT GUARD,32,LOS ANGELES CLIPPERS,18,130,4.8,0.414,0.614,0.159,0.9,9.5,5.2,15.6,1.2,0.5,20.3,20.5,-0.3,0.1,-0.2,-0.077,-5.2,-2.1,-7.3,-0.2,False
oyedeol01,Olumide Oyedeji,CENTER,20,SEATTLE SUPERSONICS,36,221,11.2,0.562,0.0,0.439,14.7,27.3,21.1,2.6,1.0,0.7,22.3,13.2,0.2,0.3,0.4,0.098,-3.3,-1.9,-5.2,-0.2,False
packro01,Robert Pack,POINT GUARD,32,MINNESOTA TIMBERWOLVES,16,252,9.1,0.416,0.059,0.221,3.3,7.2,5.3,27.7,2.7,0.0,21.1,17.0,-0.1,0.2,0.1,0.016,-4.2,-0.1,-4.4,-0.2,False
padgesc01,Scott Padgett,POWER FORWARD,25,UTAH JAZZ,75,1295,15.4,0.568,0.286,0.258,10.3,16.3,13.2,11.0,1.8,0.8,13.6,17.7,2.3,1.2,3.5,0.13,1.3,-0.7,0.6,0.8,False
palacmi01,Milt Palacio,POINT GUARD,23,BOSTON CELTICS,41,518,10.5,0.483,0.252,0.378,1.7,9.1,5.3,16.8,2.1,0.5,13.2,16.0,0.2,0.6,0.8,0.071,-3.3,0.8,-2.4,-0.1,False
palacmi01,Milt Palacio,SHOOTING GUARD,23,PHOENIX SUNS,28,272,8.2,0.443,0.089,0.291,1.2,8.4,4.8,15.9,1.7,0.3,15.2,17.3,-0.1,0.2,0.1,0.011,-4.7,-0.1,-4.8,-0.2,False
parketo01,Tony Parker,POINT GUARD,19,SAN ANTONIO SPURS,77,2267,11.7,0.497,0.296,0.25,1.7,8.0,5.0,23.9,2.1,0.2,17.5,17.7,0.8,2.9,3.8,0.08,-1.7,0.6,-1.1,0.6,False
parksch02,Cherokee Parks,CENTER,29,SAN ANTONIO SPURS,42,234,7.6,0.364,0.0,0.096,12.2,16.2,14.3,7.1,1.6,2.4,13.9,20.0,-0.4,0.4,0.0,-0.005,-5.5,0.2,-5.4,-0.2,False
patteru01,Ruben Patterson,SMALL FORWARD,26,PORTLAND TRAIL BLAZERS,75,1765,18.8,0.567,0.058,0.443,10.2,9.6,9.9,10.5,2.4,1.6,13.4,22.1,3.7,1.9,5.6,0.151,2.0,0.2,2.1,1.8,False
paytoga01,Gary Payton,POINT GUARD,33,SEATTLE SUPERSONICS,82,3301,22.9,0.526,0.15,0.212,2.9,11.1,7.1,39.4,2.1,0.6,10.8,27.2,10.1,2.5,12.6,0.183,5.2,-0.2,5.1,5.9,False
peelean01,Anthony Peeler,SHOOTING GUARD,32,MINNESOTA TIMBERWOLVES,82,2060,12.2,0.519,0.414,0.085,2.1,9.4,5.8,13.0,1.6,0.4,9.7,17.3,2.4,1.3,3.8,0.087,0.1,-0.2,-0.2,1.0,False
penbemi01,Mike Penberthy,POINT GUARD,27,LOS ANGELES LAKERS,3,12,31.3,0.665,0.0,2.0,0.0,18.2,9.2,23.4,8.7,0.0,0.0,14.1,0.1,0.0,0.1,0.42,4.0,10.1,14.1,0.0,False
perryel01,Elliot Perry,POINT GUARD,32,MEMPHIS GRIZZLIES,2,48,5.3,0.506,0.0,0.2,0.0,9.3,4.6,23.7,3.3,0.0,39.1,16.9,-0.1,0.0,-0.1,-0.087,-8.6,0.5,-8.1,-0.1,False
persowe01,Wesley Person,SHOOTING GUARD,30,CLEVELAND CAVALIERS,78,2793,16.3,0.589,0.341,0.131,2.1,10.2,6.2,10.8,1.5,1.0,6.9,17.6,6.1,0.8,6.9,0.119,2.6,-0.8,1.8,2.7,False
petermo01,Morris Peterson,SMALL FORWARD,24,TORONTO RAPTORS,63,1988,15.3,0.524,0.301,0.22,5.1,7.9,6.4,13.5,2.0,0.4,9.3,21.3,3.2,1.7,4.9,0.119,0.9,-0.2,0.7,1.4,False
piatker01,Eric Piatkowski,SHOOTING GUARD,31,LOS ANGELES CLIPPERS,71,1718,13.8,0.601,0.505,0.24,2.9,9.2,6.1,10.4,1.3,0.5,10.9,15.4,3.8,0.8,4.5,0.127,1.4,-0.4,1.0,1.3,False
piercpa01,Paul Pierce,SHOOTING GUARD,24,BOSTON CELTICS,82,3302,22.3,0.57,0.325,0.402,2.6,16.5,9.4,15.7,2.4,2.0,11.4,29.3,7.3,5.6,12.9,0.187,4.7,1.3,5.9,6.6,False
pippesc01,Scottie Pippen,SMALL FORWARD,36,PORTLAND TRAIL BLAZERS,62,1996,14.9,0.497,0.295,0.244,4.5,14.5,9.5,28.7,2.7,1.3,20.5,19.1,1.2,2.6,3.7,0.09,0.1,1.6,1.8,1.9,False
pollasc01,Scot Pollard,CENTER,26,SACRAMENTO KINGS,80,1881,15.0,0.59,0.0,0.464,10.9,21.0,16.0,3.9,1.9,2.7,13.6,11.5,3.4,3.5,6.8,0.175,-0.5,1.3,0.8,1.3,False
popema01,Mark Pope,POWER FORWARD,29,MILWAUKEE BUCKS,45,426,7.3,0.434,0.275,0.231,5.7,13.7,9.9,5.9,1.4,1.9,13.0,12.7,-0.1,0.3,0.1,0.016,-3.8,-0.4,-4.2,-0.2,False
portete01,Terry Porter,POINT GUARD,38,SAN ANTONIO SPURS,72,1294,13.9,0.558,0.442,0.259,1.1,13.1,7.3,25.2,1.9,0.9,19.2,15.9,1.6,1.9,3.5,0.131,0.4,1.3,1.7,1.2,False
poseyja01,James Posey,SMALL FORWARD,25,DENVER NUGGETS,73,2238,12.9,0.474,0.322,0.276,5.3,17.1,10.9,13.1,2.7,1.3,13.3,19.1,0.6,2.2,2.7,0.058,-1.5,0.7,-0.8,0.7,False
postela01,Lavor Postell,SHOOTING GUARD,23,NEW YORK KNICKS,23,179,11.0,0.456,0.31,0.488,1.3,9.1,5.2,5.0,1.8,0.0,9.7,29.4,-0.2,0.1,-0.1,-0.019,-2.0,-1.5,-3.5,-0.1,False
potapvi01,Vitaly Potapenko,CENTER,26,BOSTON CELTICS,79,1343,11.4,0.513,0.0,0.399,13.3,15.1,14.2,3.6,1.4,1.0,15.1,14.1,1.3,1.7,3.1,0.111,-3.0,-0.9,-3.8,-0.6,False
pricebr01,Brent Price,POINT GUARD,33,SACRAMENTO KINGS,20,89,6.6,0.474,0.556,0.481,4.9,4.7,4.8,13.9,1.7,0.7,23.4,20.9,-0.1,0.1,0.0,-0.009,-4.9,-1.0,-5.9,-0.1,False
przybjo01,Joel Przybilla,CENTER,22,MILWAUKEE BUCKS,71,1128,10.2,0.523,0.007,0.634,8.4,20.1,14.5,2.7,0.9,7.6,19.1,9.3,0.3,1.5,1.9,0.079,-4.4,2.1,-2.3,-0.1,False
radmavl01,Vladimir Radmanović,POWER FORWARD,21,SEATTLE SUPERSONICS,61,1230,12.7,0.528,0.444,0.203,4.4,17.4,11.0,9.8,2.5,1.5,15.7,17.3,0.6,1.5,2.1,0.084,-0.2,0.8,0.6,0.8,False
randoza01,Zach Randolph,POWER FORWARD,20,PORTLAND TRAIL BLAZERS,41,238,16.9,0.479,0.0,0.252,15.1,19.0,17.0,9.8,1.6,1.3,11.2,25.7,0.2,0.3,0.5,0.098,-1.3,-1.7,-3.0,-0.1,False
ratlith01,Theo Ratliff,CENTER,28,ATLANTA HAWKS,3,82,11.1,0.523,0.0,0.55,6.9,15.4,11.1,2.0,0.6,7.2,22.0,17.6,-0.1,0.1,0.0,0.012,-3.4,2.2,-1.3,0.0,False
rebraze01,Željko Rebrača,CENTER,29,DETROIT PISTONS,74,1179,16.2,0.569,0.0,0.468,8.4,20.5,14.5,5.7,1.3,4.4,15.7,21.4,1.4,1.9,3.3,0.134,-2.8,0.5,-2.3,-0.1,False
recasel01,Eldridge Recasner,SHOOTING GUARD,34,CHARLOTTE HORNETS,1,2,-9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,-16.0,-0.4,-16.4,0.0,False
recasel01,Eldridge Recasner,POINT GUARD,34,LOS ANGELES CLIPPERS,5,31,6.2,0.388,0.167,0.167,0.0,0.0,0.0,23.5,1.7,0.0,13.4,10.8,0.0,0.0,0.0,0.013,-4.6,-0.3,-4.9,0.0,False
reddmi01,Michael Redd,SHOOTING GUARD,22,MILWAUKEE BUCKS,67,1417,20.0,0.581,0.325,0.189,6.6,11.4,9.1,11.5,1.6,0.4,8.0,23.7,3.9,0.7,4.6,0.155,4.1,-1.6,2.5,1.6,False
reiddo01,Don Reid,POWER FORWARD,28,ORLANDO MAGIC,68,714,10.1,0.509,0.0,0.358,10.1,17.5,13.8,5.8,1.4,4.3,19.7,17.2,0.0,0.9,0.9,0.062,-6.3,0.7,-5.5,-0.6,False
ricegl01,Glen Rice,SMALL FORWARD,34,HOUSTON ROCKETS,20,606,8.0,0.477,0.383,0.18,0.9,8.0,4.4,8.5,1.1,0.3,11.8,15.6,0.0,0.0,0.0,0.002,-3.1,-0.7,-3.8,-0.3,False
richaja01,Jason Richardson,SHOOTING GUARD,21,GOLDEN STATE WARRIORS,80,2629,13.8,0.487,0.226,0.193,4.9,9.0,6.9,15.4,2.0,0.8,11.9,21.5,2.0,0.9,2.9,0.052,0.1,-1.0,-0.9,0.7,False
richano01,Norm Richardson,SHOOTING GUARD,22,INDIANA PACERS,3,4,-10.2,0.0,0.0,0.0,28.9,0.0,14.1,33.9,0.0,0.0,0.0,34.0,0.0,0.0,0.0,-0.57,-9.8,-11.2,-21.0,0.0,False
richano01,Norm Richardson,SHOOTING GUARD,22,CHICAGO BULLS,8,63,11.6,0.556,0.348,0.391,3.6,9.5,6.5,2.9,0.0,0.0,10.0,21.9,0.1,0.0,0.1,0.043,-0.6,-4.8,-5.4,-0.1,False
richaqu01,Quentin Richardson,SHOOTING GUARD,21,LOS ANGELES CLIPPERS,81,2152,17.4,0.534,0.377,0.202,6.0,11.5,8.8,10.5,1.9,0.7,9.2,23.3,4.0,1.6,5.6,0.125,2.7,-0.5,2.2,2.3,False
richmmi01,Mitch Richmond,SHOOTING GUARD,36,LOS ANGELES LAKERS,64,709,10.7,0.488,0.251,0.178,2.2,12.3,7.3,12.3,1.3,0.6,13.1,19.4,0.1,0.8,0.9,0.062,-2.5,-0.4,-2.9,-0.2,False
rideris01,Isaiah Rider,SHOOTING GUARD,30,DENVER NUGGETS,10,173,16.3,0.526,0.185,0.21,6.3,15.9,10.9,13.3,0.9,0.9,13.7,26.5,0.1,0.1,0.2,0.05,1.4,-1.6,-0.2,0.1,False
robincl02,Clifford Robinson,POWER FORWARD,35,DETROIT PISTONS,80,2855,13.5,0.503,0.284,0.193,3.3,12.6,8.0,12.5,1.7,2.4,11.5,21.6,0.8,3.5,4.3,0.073,-0.6,0.1,-0.5,1.1,False
robinda01,David Robinson,CENTER,36,SAN ANTONIO SPURS,78,2303,20.3,0.562,0.0,0.588,9.9,22.0,16.2,7.0,2.0,4.3,10.9,19.2,5.0,5.1,10.1,0.211,1.6,2.2,3.9,3.4,False
robined01,Eddie Robinson,SMALL FORWARD,25,CHICAGO BULLS,29,653,12.5,0.489,0.02,0.194,4.2,9.9,7.0,10.5,1.9,1.3,11.8,21.4,-0.1,0.3,0.2,0.015,-1.1,-1.2,-2.3,-0.1,False
robingl01,Glenn Robinson,SMALL FORWARD,29,MILWAUKEE BUCKS,66,2346,19.1,0.537,0.155,0.246,3.6,15.8,10.0,13.4,2.2,1.3,12.0,28.8,2.6,2.1,4.7,0.096,1.2,-0.9,0.3,1.4,False
robinla01,Larry Robinson,SHOOTING GUARD,34,NEW YORK KNICKS,2,10,3.8,0.375,0.5,0.0,0.0,23.2,11.6,0.0,0.0,0.0,0.0,18.6,0.0,0.0,0.0,-0.038,-6.2,-1.9,-8.1,0.0,False
rogerca01,Carlos Rogers,CENTER,30,INDIANA PACERS,22,168,15.3,0.574,0.14,0.442,9.6,15.7,12.8,3.0,1.6,2.5,8.9,15.2,0.3,0.2,0.5,0.14,0.2,0.2,0.4,0.1,False
rogerro01,Rodney Rogers,SMALL FORWARD,30,PHOENIX SUNS,50,1254,17.8,0.545,0.262,0.185,8.4,13.3,10.8,9.9,2.1,1.0,10.3,23.0,2.3,1.4,3.7,0.142,1.6,0.1,1.7,1.2,False
rogerro01,Rodney Rogers,SMALL FORWARD,30,BOSTON CELTICS,27,626,15.4,0.59,0.428,0.225,5.8,13.1,9.4,11.7,1.3,1.5,14.7,20.8,0.9,0.8,1.7,0.128,0.8,-0.4,0.4,0.4,False
rooksse01,Sean Rooks,CENTER,32,LOS ANGELES CLIPPERS,61,728,7.5,0.443,0.0,0.149,5.0,14.1,9.6,5.4,0.9,2.0,8.8,14.1,0.0,0.5,0.6,0.038,-4.6,0.1,-4.5,-0.5,False
roseja01,Jalen Rose,SMALL FORWARD,29,INDIANA PACERS,53,1937,15.7,0.515,0.168,0.214,1.7,12.5,7.2,18.9,1.2,1.1,9.9,24.8,2.0,1.6,3.6,0.09,0.8,-0.5,0.3,1.1,False
roseja01,Jalen Rose,SMALL FORWARD,29,CHICAGO BULLS,30,1216,18.4,0.547,0.17,0.254,1.3,10.8,6.0,26.9,1.4,1.0,12.8,28.3,1.6,0.5,2.1,0.082,2.3,-1.9,0.5,0.7,False
rosema01,Malik Rose,POWER FORWARD,27,SAN ANTONIO SPURS,82,1725,16.4,0.517,0.019,0.406,11.9,20.6,16.4,6.3,2.2,1.7,15.8,23.9,1.0,3.4,4.4,0.123,-1.6,0.3,-1.3,0.3,False
ruffimi01,Michael Ruffin,POWER FORWARD,25,PHILADELPHIA 76ERS,15,169,5.5,0.271,0.0,0.308,15.6,18.6,17.1,4.4,1.6,3.6,27.1,11.0,-0.3,0.3,0.0,-0.005,-6.2,0.8,-5.4,-0.1,False
russebr01,Bryon Russell,SHOOTING GUARD,31,UTAH JAZZ,66,1998,9.8,0.493,0.387,0.24,4.7,13.1,8.9,11.1,1.7,0.8,14.6,17.1,0.7,1.6,2.3,0.055,-1.8,-0.8,-2.7,-0.3,False
santida01,Daniel Santiago,CENTER,25,PHOENIX SUNS,3,24,9.6,0.5,0.0,0.0,0.0,33.4,16.5,13.6,0.0,3.0,20.0,18.7,0.0,0.0,0.0,0.025,-4.4,2.1,-2.4,0.0,False
sasseje01,Jeryl Sasser,SHOOTING GUARD,22,ORLANDO MAGIC,7,36,7.0,0.309,0.0,0.357,9.2,12.5,10.9,8.0,4.3,0.0,11.0,22.6,-0.1,0.1,-0.1,-0.07,-7.7,0.1,-7.6,0.0,False
satteke01,Kenny Satterfield,POINT GUARD,20,DENVER NUGGETS,36,560,11.5,0.431,0.136,0.231,3.3,7.5,5.3,31.8,2.9,0.1,19.5,21.8,-0.5,0.3,-0.2,-0.014,-2.5,-1.1,-3.5,-0.2,False
scalabr01,Brian Scalabrine,POWER FORWARD,23,NEW JERSEY NETS,28,290,4.2,0.408,0.149,0.224,4.6,15.2,9.9,10.5,1.6,0.5,24.6,15.1,-0.5,0.4,-0.1,-0.015,-6.4,0.0,-6.4,-0.3,False
scottsh01,Shawnelle Scott,CENTER,29,DENVER NUGGETS,21,252,14.5,0.489,0.0,0.267,22.8,23.8,23.3,5.4,0.6,1.8,15.2,17.6,0.2,0.2,0.4,0.083,-2.2,-2.7,-4.9,-0.2,False
sesayan01,Ansu Sesay,SMALL FORWARD,25,SEATTLE SUPERSONICS,9,142,15.5,0.549,0.0,0.455,5.9,10.6,8.3,8.9,1.1,1.1,3.6,17.9,0.4,0.1,0.5,0.156,-0.4,-1.4,-1.8,0.0,False
shawbr01,Brian Shaw,POINT GUARD,35,LOS ANGELES LAKERS,58,631,11.8,0.458,0.509,0.15,3.4,16.1,9.8,20.2,2.1,0.3,14.8,15.4,0.3,0.9,1.2,0.089,-1.0,1.0,0.0,0.3,False
simmobo01,Bobby Simmons,SMALL FORWARD,21,WASHINGTON WIZARDS,30,343,13.2,0.518,0.147,0.316,8.4,9.3,8.8,8.0,2.1,1.1,11.5,16.4,0.4,0.2,0.7,0.092,0.3,-0.3,0.0,0.2,False
simpkdi01,Dickey Simpkins,POWER FORWARD,29,ATLANTA HAWKS,1,3,11.6,0.0,0.0,0.0,0.0,0.0,0.0,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116,7.1,6.9,14.0,0.0,False
skinnbr01,Brian Skinner,POWER FORWARD,25,CLEVELAND CAVALIERS,65,1107,11.3,0.569,0.0,0.488,10.0,19.8,14.9,2.3,1.2,4.0,17.6,9.9,1.0,1.0,1.9,0.084,-2.4,-0.1,-2.4,-0.1,False
slatere01,Reggie Slater,POWER FORWARD,31,NEW JERSEY NETS,4,10,17.5,1.025,0.0,0.5,0.0,22.6,11.2,0.0,0.0,0.0,29.1,15.4,0.0,0.0,0.0,0.169,-2.0,0.0,-2.0,0.0,False
slatere01,Reggie Slater,POWER FORWARD,31,ATLANTA HAWKS,4,37,18.0,0.472,0.0,0.692,15.4,6.2,10.8,4.5,1.4,2.0,0.0,20.7,0.1,0.0,0.1,0.145,2.2,-2.4,-0.2,0.0,False
smithch04,Charles Smith,SHOOTING GUARD,26,SAN ANTONIO SPURS,60,1141,13.2,0.483,0.306,0.152,3.5,9.7,6.7,12.2,2.4,2.7,11.4,21.0,0.1,1.9,2.0,0.085,-1.0,1.9,0.9,0.8,False
smithja01,Jabari Smith,CENTER,24,SACRAMENTO KINGS,12,71,7.0,0.342,0.048,0.571,3.1,17.7,10.5,11.4,1.4,3.7,7.1,17.3,-0.1,0.1,0.0,0.014,-5.7,1.9,-3.8,0.0,False
smithja01,Jabari Smith,CENTER,24,PHILADELPHIA 76ERS,11,110,17.1,0.541,0.048,0.476,6.3,8.2,7.2,8.6,2.0,1.4,5.6,22.4,0.3,0.1,0.4,0.189,-1.0,-0.3,-1.3,0.0,False
smithjo02,Joe Smith,CENTER,26,MINNESOTA TIMBERWOLVES,72,1922,16.0,0.571,0.005,0.355,9.3,17.9,13.6,6.6,1.1,2.3,11.4,17.8,4.1,2.0,6.1,0.153,-0.2,0.0,-0.2,0.9,False
smithle01,Leon Smith,CENTER,21,ATLANTA HAWKS,14,100,14.0,0.463,0.0,0.654,11.4,24.1,17.7,4.7,2.6,0.7,8.2,16.5,0.1,0.1,0.2,0.109,-1.9,-1.0,-3.0,0.0,False
smithst01,Steve Smith,SHOOTING GUARD,32,SAN ANTONIO SPURS,77,2211,13.9,0.588,0.361,0.265,2.4,7.4,5.0,11.5,1.3,0.5,12.4,18.3,4.0,2.4,6.4,0.139,0.8,0.1,0.9,1.6,False
snower01,Eric Snow,POINT GUARD,28,PHILADELPHIA 76ERS,61,2225,14.7,0.51,0.043,0.364,1.7,9.2,5.5,30.6,2.3,0.3,16.0,17.7,2.6,2.9,5.5,0.119,-0.6,0.9,0.3,1.3,False
solomwi01,Will Solomon,SHOOTING GUARD,23,MEMPHIS GRIZZLIES,62,872,8.8,0.442,0.489,0.221,1.5,7.2,4.3,17.8,2.1,0.6,14.6,22.1,-0.9,0.5,-0.5,-0.027,-3.3,-1.1,-4.4,-0.5,False
spencfe01,Felton Spencer,CENTER,34,NEW YORK KNICKS,32,248,0.8,0.358,0.0,1.269,7.5,15.9,11.7,1.8,1.5,2.4,22.8,9.9,-0.3,0.3,-0.1,-0.013,-10.5,0.6,-9.9,-0.5,False
sprewla01,Latrell Sprewell,SMALL FORWARD,31,NEW YORK KNICKS,81,3326,13.7,0.501,0.284,0.244,2.1,8.3,5.2,17.5,1.5,0.3,12.4,25.1,1.1,1.7,2.8,0.041,0.3,-1.1,-0.8,0.9,False
stackje01,Jerry Stackhouse,SMALL FORWARD,27,DETROIT PISTONS,76,2685,19.0,0.518,0.227,0.437,3.4,10.4,6.9,28.4,1.5,1.0,14.5,32.3,3.2,2.6,5.8,0.104,2.7,-1.2,1.5,2.4,False
starkjo01,John Starks,SHOOTING GUARD,36,UTAH JAZZ,66,929,6.0,0.442,0.306,0.132,1.9,6.9,4.4,12.5,1.9,0.0,13.7,18.4,-0.6,0.5,-0.1,-0.004,-5.0,-1.2,-6.2,-1.0,False
stepavl01,Vladimir Stepania,CENTER,25,MIAMI HEAT,67,884,13.9,0.483,0.008,0.418,13.3,22.3,17.8,3.2,1.5,3.8,15.0,18.7,-0.1,1.8,1.7,0.094,-2.7,0.4,-2.3,-0.1,False
stevede01,DeShawn Stevenson,SHOOTING GUARD,20,UTAH JAZZ,67,1134,8.2,0.412,0.067,0.143,4.6,9.3,7.0,17.1,1.4,1.7,14.7,18.4,-0.9,0.7,-0.2,-0.01,-2.9,-0.9,-3.9,-0.5,False
stewami01,Michael Stewart,CENTER,26,TORONTO RAPTORS,11,93,8.6,0.395,0.0,0.478,14.4,16.6,15.4,4.9,2.3,2.4,12.6,15.6,0.0,0.1,0.1,0.058,-5.6,1.1,-4.4,-0.1,False
stithbr01,Bryant Stith,SHOOTING GUARD,31,CLEVELAND CAVALIERS,50,665,11.1,0.493,0.362,0.277,3.6,11.4,7.5,9.9,2.3,0.7,12.5,16.6,0.3,0.4,0.7,0.047,-1.5,-0.5,-2.1,0.0,False
stockjo01,John Stockton,POINT GUARD,39,UTAH JAZZ,82,2566,21.9,0.601,0.101,0.414,2.8,9.6,6.2,46.3,3.2,0.7,18.5,19.8,8.0,2.6,10.7,0.2,4.0,1.3,5.3,4.8,False
stojape01,Peja Stojaković,SMALL FORWARD,24,SACRAMENTO KINGS,71,2649,19.3,0.592,0.274,0.286,3.0,11.9,7.5,10.6,1.5,0.4,9.9,23.2,6.8,3.0,9.9,0.179,3.2,-0.2,3.0,3.3,False
stoudda01,Damon Stoudamire,POINT GUARD,28,PORTLAND TRAIL BLAZERS,75,2796,14.7,0.506,0.321,0.214,3.2,9.1,6.1,28.0,1.3,0.2,12.9,18.8,4.9,1.7,6.6,0.113,1.2,-0.8,0.5,1.7,False
stricer01,Erick Strickland,POINT GUARD,28,BOSTON CELTICS,79,1643,12.9,0.545,0.506,0.318,1.4,13.1,7.1,18.6,1.8,0.0,14.5,18.0,1.8,2.0,3.8,0.111,-0.9,0.4,-0.5,0.6,False
stricma01,Mark Strickland,SMALL FORWARD,31,ATLANTA HAWKS,46,654,11.4,0.466,0.02,0.216,7.1,15.8,11.4,5.1,1.5,1.9,11.1,17.4,-0.1,0.5,0.5,0.034,-2.3,-1.0,-3.3,-0.2,False
stricro02,Rod Strickland,POINT GUARD,35,MIAMI HEAT,76,2294,15.6,0.495,0.036,0.282,2.5,9.2,5.9,35.7,2.0,0.4,16.5,20.0,1.9,3.0,4.9,0.103,0.5,0.2,0.7,1.6,False
sundobr01,Bruno Šundov,CENTER,21,INDIANA PACERS,22,88,8.7,0.391,0.025,0.05,9.2,17.5,13.5,6.1,1.8,2.4,8.9,23.1,-0.2,0.1,0.0,-0.021,-5.9,-0.7,-6.6,-0.1,False
surabo01,Bob Sura,POINT GUARD,28,GOLDEN STATE WARRIORS,78,1780,17.1,0.53,0.225,0.556,5.2,10.3,7.7,25.0,2.5,0.6,15.3,20.5,3.2,0.9,4.1,0.111,1.6,0.0,1.6,1.6,False
swiftst01,Stromile Swift,POWER FORWARD,22,MEMPHIS GRIZZLIES,68,1805,17.2,0.539,0.005,0.499,10.0,16.6,13.3,5.0,1.5,4.3,14.1,21.8,1.7,2.0,3.7,0.099,-1.0,0.0,-1.0,0.4,False
szczewa02,Wally Szczerbiak,SMALL FORWARD,24,MINNESOTA TIMBERWOLVES,82,3117,17.1,0.58,0.159,0.227,4.5,9.9,7.2,13.6,1.1,0.5,12.1,21.8,7.0,1.7,8.7,0.134,2.3,-0.9,1.4,2.7,False
terryja01,Jason Terry,SHOOTING GUARD,24,ATLANTA HAWKS,78,2967,19.2,0.549,0.364,0.279,1.5,8.9,5.2,26.9,2.5,0.3,11.7,23.6,6.6,2.1,8.6,0.139,3.3,-0.1,3.2,3.9,False
thomaet01,Etan Thomas,CENTER,23,WASHINGTON WIZARDS,47,618,15.7,0.553,0.0,0.49,10.2,24.0,17.0,1.6,1.5,4.2,12.4,15.6,0.8,0.9,1.6,0.127,-1.2,0.0,-1.2,0.1,False
thomake01,Kenny Thomas,POWER FORWARD,24,HOUSTON ROCKETS,72,2484,16.4,0.52,0.019,0.405,7.2,16.7,11.9,10.0,1.9,1.8,12.8,20.9,2.6,1.9,4.4,0.085,-0.2,0.2,0.1,1.3,False
thomaku01,Kurt Thomas,CENTER,29,NEW YORK KNICKS,82,2771,15.8,0.542,0.006,0.283,9.0,22.3,15.6,5.8,1.4,2.1,12.7,20.3,3.1,3.4,6.5,0.112,-1.0,0.0,-1.0,0.7,False
thomati01,Tim Thomas,SMALL FORWARD,24,MILWAUKEE BUCKS,74,1987,13.1,0.522,0.386,0.238,3.9,13.1,8.7,8.7,1.7,1.2,13.2,22.6,0.8,1.3,2.2,0.052,-1.0,-1.2,-2.3,-0.1,False
tinslja01,Jamaal Tinsley,POINT GUARD,23,INDIANA PACERS,80,2442,13.4,0.446,0.23,0.245,3.7,9.9,6.9,42.8,3.0,1.2,24.3,20.7,-1.3,2.9,1.7,0.033,-0.6,0.2,-0.4,1.0,False
torreos01,Óscar Torres,SHOOTING GUARD,25,HOUSTON ROCKETS,65,1075,11.4,0.502,0.37,0.308,4.9,8.1,6.5,6.4,1.3,0.6,11.2,18.8,0.7,0.1,0.9,0.039,-1.1,-1.6,-2.7,-0.2,False
traylro01,Robert Traylor,POWER FORWARD,24,CHARLOTTE HORNETS,61,678,13.0,0.473,0.005,0.412,11.3,20.2,15.7,9.0,1.9,4.0,15.7,19.3,0.1,1.1,1.2,0.085,-4.0,0.9,-3.0,-0.2,False
trentga01,Gary Trent,POWER FORWARD,27,MINNESOTA TIMBERWOLVES,64,1140,15.4,0.538,0.005,0.378,10.7,16.6,13.7,8.3,1.0,1.8,11.5,19.9,1.9,1.1,3.0,0.125,-0.8,-0.7,-1.6,0.1,False
trepaje01,Jeff Trepagnier,SHOOTING GUARD,22,CLEVELAND CAVALIERS,12,77,8.4,0.345,0.043,0.304,4.6,13.6,9.2,23.9,5.5,3.8,29.7,22.1,-0.3,0.1,-0.2,-0.114,-5.0,4.0,-1.1,0.0,False
